city,state_id,lat,lng,population,timezone,military
Hartville,OH,40.9618,-81.3347,3079,America/New_York,False
Andrews AFB,MD,38.8053,-76.8744,3079,America/New_York,True
Cleveland,FL,26.9529,-81.9925,3077,America/New_York,False
Brillion,WI,44.1757,-88.0711,3077,America/Chicago,False
Anza,CA,33.5679,-116.6967,3076,America/Los_Angeles,False
Licking,MO,37.4993,-91.8618,3075,America/Chicago,False
Moriches,NY,40.807,-72.8235,3073,America/New_York,False
Eatonville,WA,46.8681,-122.2697,3073,America/Los_Angeles,False
Clarksville,TX,33.611,-95.0561,3072,America/Chicago,False
Lakemore,OH,41.0215,-81.4264,3072,America/New_York,False
Jefferson,OH,41.7384,-80.7689,3071,America/New_York,False
Cut Bank,MT,48.6345,-112.3304,3070,America/Denver,False
Savanna,IL,42.0904,-90.1396,3070,America/Chicago,False
Double Oak,TX,33.0633,-97.1117,3068,America/Chicago,False
Fairport Harbor,OH,41.7477,-81.2731,3067,America/New_York,False
Doylestown,OH,40.97,-81.6954,3067,America/New_York,False
Lake Arrowhead,ME,43.6634,-70.7382,3067,America/New_York,False
Biscayne Park,FL,25.8817,-80.1813,3065,America/New_York,False
Navy Yard City,WA,47.5508,-122.6655,3064,America/Los_Angeles,False
Bethany,MO,40.2684,-94.0281,3062,America/Chicago,False
Paramount-Long Meadow,MD,39.6798,-77.6921,3062,America/New_York,False
Dyer,TN,36.071,-88.9921,3062,America/Chicago,False
Monterey,TN,36.1446,-85.2643,3061,America/Chicago,False
Weaver,AL,33.7602,-85.8117,3061,America/Chicago,False
Golden Beach,MD,38.49,-76.7019,3060,America/New_York,False
Brightwaters,NY,40.7193,-73.2642,3059,America/New_York,False
Big Sky,MT,45.2592,-111.3426,3058,America/Denver,False
Blackhawk,SD,44.1514,-103.334,3057,America/Denver,False
Dalzell,SC,34.0189,-80.4299,3057,America/New_York,False
Bishop,TX,27.5851,-97.7977,3056,America/Chicago,False
Wilder,KY,39.04,-84.4816,3056,America/New_York,False
Corning,AR,36.4111,-90.5861,3056,America/Chicago,False
Wormleysburg,PA,40.2604,-76.9094,3054,America/New_York,False
Richville,OH,40.7529,-81.4684,3054,America/New_York,False
Dadeville,AL,32.8326,-85.7675,3053,America/Chicago,False
Columbus,KS,37.1714,-94.8442,3052,America/Chicago,False
Montgomery,MN,44.4452,-93.5797,3050,America/Chicago,False
Loxley,AL,30.6813,-87.7418,3049,America/Chicago,False
Wildwood Crest,NJ,38.9718,-74.8376,3048,America/New_York,False
Algoma,WI,44.6057,-87.4465,3048,America/Chicago,False
Beechwood,MS,32.3303,-90.819,3047,America/Chicago,False
Ocean Grove,NJ,40.2119,-74.0083,3047,America/New_York,False
Fayetteville,PA,39.9114,-77.5651,3047,America/New_York,False
Sherwood,WI,44.1764,-88.2756,3047,America/Chicago,False
Johnson Creek,WI,43.0812,-88.7702,3046,America/Chicago,False
Hill 'n Dale,FL,28.519,-82.2918,3045,America/New_York,False
Wellton,AZ,32.64,-114.214,3044,America/Phoenix,False
Kings Beach,CA,39.249,-120.0201,3044,America/Los_Angeles,False
Benson,MN,45.3152,-95.6058,3043,America/Chicago,False
Heyworth,IL,40.3138,-88.9928,3043,America/Chicago,False
DeCordova,TX,32.428,-97.6911,3040,America/Chicago,False
McDonald,OH,41.1634,-80.723,3040,America/New_York,False
Kimberling City,MO,36.6441,-93.4239,3040,America/Chicago,False
Cordaville,MA,42.2727,-71.5221,3039,America/New_York,False
Trafford,PA,40.3847,-79.7575,3039,America/New_York,False
Genoa,OH,41.5204,-83.3619,3039,America/New_York,False
Eunice,NM,32.4465,-103.2011,3038,America/Denver,False
Greenfield,MN,45.0997,-93.6884,3038,America/Chicago,False
Kaunakakai,HI,21.0905,-156.9981,3038,Pacific/Honolulu,False
Atkins,AR,35.2414,-92.9465,3037,America/Chicago,False
Mazomanie,WI,43.1731,-89.7955,3034,America/Chicago,False
Roosevelt Gardens,FL,26.1406,-80.181,3034,America/New_York,False
Penrose,CO,38.4213,-105.0004,3034,America/Denver,False
Garner,IA,43.1,-93.6026,3033,America/Chicago,False
Day Valley,CA,37.0255,-121.8559,3033,America/Los_Angeles,False
Strathmore,CA,36.1438,-119.0611,3033,America/Los_Angeles,False
Carrizales,PR,18.4811,-66.7878,3033,America/Puerto_Rico,False
Emigsville,PA,40.0085,-76.731,3032,America/New_York,False
Vails Gate,NY,41.4587,-74.0533,3031,America/New_York,False
Boutte,LA,29.8825,-90.3936,3030,America/Chicago,False
Hahira,GA,30.9941,-83.3787,3029,America/New_York,False
Thermopolis,WY,43.6479,-108.2139,3029,America/Denver,False
Walsenburg,CO,37.6307,-104.7818,3029,America/Denver,False
Proctor,MN,46.7416,-92.2276,3028,America/Chicago,False
Ferrysburg,MI,43.085,-86.2221,3028,America/Detroit,False
Luyando,PR,18.3575,-67.1553,3028,America/Puerto_Rico,False
Afton,MN,44.9042,-92.8174,3028,America/Chicago,False
Oostburg,WI,43.6237,-87.7889,3027,America/Chicago,False
River Bend,NC,35.0717,-77.1504,3026,America/New_York,False
Edgecliff Village,TX,32.6561,-97.3406,3026,America/Chicago,False
Pleasant Valley,MO,39.2172,-94.481,3026,America/Chicago,False
Lido Beach,NY,40.5904,-73.6121,3024,America/New_York,False
Petersburg,IL,40.0143,-89.8455,3024,America/Chicago,False
Delphi,IN,40.5834,-86.6668,3024,America/Indiana/Indianapolis,False
Shelby,MT,48.5031,-111.8615,3023,America/Denver,False
Soda Springs,ID,42.659,-111.5878,3023,America/Boise,False
Jarrettsville,MD,39.6031,-76.4752,3023,America/New_York,False
Buckner,MO,39.1336,-94.1929,3022,America/Chicago,False
Dermott,AR,33.5271,-91.4324,3019,America/Chicago,False
Everett,PA,40.0133,-78.3667,3018,America/New_York,False
Mohnton,PA,40.2872,-75.9871,3018,America/New_York,False
Santa Rosa Valley,CA,34.2453,-118.9023,3016,America/Los_Angeles,False
Atoka,OK,34.3857,-96.1313,3015,America/Chicago,False
Lesslie,SC,34.8856,-80.9541,3013,America/New_York,False
Kenvil,NJ,40.8747,-74.6274,3013,America/New_York,False
Strasburg,CO,39.7181,-104.3195,3013,America/Denver,False
Granite Quarry,NC,35.6126,-80.4484,3012,America/New_York,False
Hamilton,TX,31.6997,-98.1208,3012,America/Chicago,False
Milton,DE,38.7751,-75.3104,3012,America/New_York,False
Nashville,IL,38.3541,-89.377,3011,America/Chicago,False
Wyoming,PA,41.3058,-75.8416,3011,America/New_York,False
Vieques,PR,18.1463,-65.4429,3011,America/Puerto_Rico,False
Northwest Harwinton,CT,41.7769,-73.0794,3011,America/New_York,False
Choccolocco,AL,33.6683,-85.7129,3011,America/Chicago,False
Mountain Home AFB,ID,43.0489,-115.866,3009,America/Boise,True
Tularosa,NM,33.0752,-106.0175,3006,America/Denver,False
Sutter,CA,39.1556,-121.7492,3005,America/Los_Angeles,False
Calais,ME,45.134,-67.224,3005,America/New_York,False
DeWitt,AR,34.2873,-91.3383,3005,America/Chicago,False
K. I. Sawyer,MI,46.3298,-87.3673,3005,America/Detroit,False
Edgewood,PA,40.4313,-79.8839,3004,America/New_York,False
Edgewood,FL,28.4878,-81.3772,3003,America/New_York,False
Byrnes Mill,MO,38.4395,-90.5741,3002,America/Chicago,False
Nocona,TX,33.7835,-97.7302,3002,America/Chicago,False
Indian Hills,TX,26.2124,-97.9165,3001,America/Chicago,False
Staples,MN,46.369,-94.8018,3000,America/Chicago,False
Midway,FL,30.4993,-84.4583,3000,America/New_York,False
Stanton,TX,32.1316,-101.7925,3000,America/Chicago,False
Providence,KY,37.3993,-87.7509,2999,America/Chicago,False
Milford,IA,43.3335,-95.1474,2997,America/Chicago,False
Iron River,MI,46.0966,-88.6396,2995,America/Menominee,False
Palmer Lake,CO,39.1152,-104.9057,2993,America/Denver,False
Wisconsin Dells,WI,43.6337,-89.7752,2992,America/Chicago,False
Dry Ridge,OH,39.2587,-84.6339,2992,America/New_York,False
Winnebago,IL,42.2671,-89.234,2991,America/Chicago,False
Prescott,AR,33.8056,-93.3909,2989,America/Chicago,False
Royston,GA,34.2859,-83.1097,2988,America/New_York,False
Villalba,PR,18.1279,-66.4814,2988,America/Puerto_Rico,False
Havana,IL,40.295,-90.0567,2987,America/Chicago,False
Shenandoah,TX,30.184,-95.4555,2987,America/Chicago,False
West,TX,31.8032,-97.0942,2986,America/Chicago,False
Penbrook,PA,40.278,-76.8484,2985,America/New_York,False
Genoa City,WI,42.5065,-88.3192,2985,America/Chicago,False
Fobes Hill,WA,47.9392,-122.1341,2984,America/Los_Angeles,False
Park Hills,KY,39.0691,-84.5312,2984,America/New_York,False
Luis Lloréns Torres,PR,18.0566,-66.5267,2984,America/Puerto_Rico,False
Combes,TX,26.2444,-97.7254,2984,America/Chicago,False
Lake Nacimiento,CA,35.7309,-120.8702,2981,America/Los_Angeles,False
Tonkawa,OK,36.6787,-97.3281,2980,America/Chicago,False
Sumner,IL,38.7195,-87.8722,2980,America/Chicago,False
Day Heights,OH,39.1755,-84.2275,2978,America/New_York,False
Woodlawn Beach,FL,30.3861,-86.9931,2977,America/Chicago,False
Hawaiian Acres,HI,19.5325,-155.0497,2976,Pacific/Honolulu,False
Tangelo Park,FL,28.456,-81.4465,2975,America/New_York,False
Nags Head,NC,35.9474,-75.6274,2975,America/New_York,False
Sherrill,NY,43.0704,-75.5992,2974,America/New_York,False
Ferris,TX,32.5369,-96.6738,2974,America/Chicago,False
Smithsburg,MD,39.6564,-77.5762,2974,America/New_York,False
Lochsloy,WA,48.0597,-122.0411,2973,America/Los_Angeles,False
Fort Hall,ID,43.0145,-112.4573,2971,America/Boise,False
Bayfield,CO,37.234,-107.5952,2970,America/Denver,False
Redwood,OR,42.4219,-123.3915,2970,America/Los_Angeles,False
Clarence Center,NY,43.0085,-78.6308,2970,America/New_York,False
Akron,NY,43.0179,-78.4978,2969,America/New_York,False
Hayti,MO,36.2323,-89.7474,2969,America/Chicago,False
Indian Hills,KY,38.2808,-85.6616,2968,America/New_York,False
Yountville,CA,38.3963,-122.3671,2966,America/Los_Angeles,False
Gloverville,SC,33.5274,-81.8145,2966,America/New_York,False
New Richmond,OH,38.962,-84.2779,2966,America/New_York,False
Newberry,MI,46.3538,-85.5098,2965,America/Detroit,False
Irvine,KY,37.6969,-83.9685,2964,America/New_York,False
Woodbury Heights,NJ,39.816,-75.1512,2964,America/New_York,False
Evansville,WY,42.868,-106.2525,2964,America/Denver,False
Ellsworth,KS,38.7326,-98.2286,2961,America/Chicago,False
Kenova,WV,38.4026,-82.5822,2961,America/New_York,False
Murfreesboro,NC,36.4421,-77.0964,2961,America/New_York,False
Springfield,KY,37.6921,-85.2193,2961,America/New_York,False
Lula,GA,34.3956,-83.6655,2961,America/New_York,False
Bal Harbour,FL,25.8935,-80.1258,2961,America/New_York,False
Hartley,CA,38.4203,-121.9521,2960,America/Los_Angeles,False
East Norwich,NY,40.8496,-73.5288,2959,America/New_York,False
Southern Shores,NC,36.1205,-75.7327,2958,America/New_York,False
Lopezville,TX,26.2453,-98.1537,2957,America/Chicago,False
Lykens,PA,40.5641,-76.6983,2956,America/New_York,False
South Alamo,TX,26.1518,-98.1079,2954,America/Chicago,False
Summit Hill,PA,40.8249,-75.8464,2954,America/New_York,False
Alva,FL,26.7188,-81.6269,2952,America/New_York,False
North Barrington,IL,42.2065,-88.1316,2952,America/Chicago,False
Minden,NE,40.4982,-98.967,2950,America/Chicago,False
Deer Lodge,MT,46.3974,-112.7337,2949,America/Denver,False
Flemingsburg,KY,38.4236,-83.7372,2949,America/New_York,False
Ramseur,NC,35.7372,-79.6543,2948,America/New_York,False
Graymoor-Devondale,KY,38.2733,-85.6177,2948,America/New_York,False
The Plains,OH,39.3656,-82.1343,2946,America/New_York,False
Westville,IL,40.0439,-87.6389,2945,America/Chicago,False
University Park,NM,32.2767,-106.7462,2945,America/Denver,False
Horace,ND,46.7559,-96.9078,2944,America/Chicago,False
Portageville,MO,36.4295,-89.6994,2943,America/Chicago,False
National Park,NJ,39.8676,-75.1853,2943,America/New_York,False
Bunnell,FL,29.4193,-81.3232,2943,America/New_York,False
Lake Cherokee,TX,32.3569,-94.6513,2942,America/Chicago,False
Trenton,FL,29.6092,-82.8147,2942,America/New_York,False
Stamford,TX,33.0156,-99.6716,2941,America/Chicago,False
Pioneer Village,KY,38.0599,-85.68,2941,America/New_York,False
East Greenville,PA,40.4057,-75.5059,2940,America/New_York,False
Galateo,PR,18.3639,-66.259,2940,America/Puerto_Rico,False
Malakoff,TX,32.1727,-96.0162,2939,America/Chicago,False
Dover,FL,27.9927,-82.2198,2938,America/New_York,False
Munsons Corners,NY,42.5761,-76.2053,2938,America/New_York,False
Dresden,TN,36.279,-88.6941,2937,America/Chicago,False
Iuka,MS,34.8077,-88.1978,2937,America/Chicago,False
Newton,IL,38.9872,-88.1644,2936,America/Chicago,False
Watkinsville,GA,33.861,-83.4072,2936,America/New_York,False
Seagraves,TX,32.9419,-102.5657,2936,America/Chicago,False
Niantic,CT,41.3265,-72.1949,2935,America/New_York,False
Venetian Village,IL,42.4012,-88.0465,2934,America/Chicago,False
Port Richey,FL,28.2758,-82.725,2933,America/New_York,False
Keeseville,NY,44.5035,-73.4812,2932,America/New_York,False
Kachina Village,AZ,35.0949,-111.6927,2932,America/Phoenix,False
Elgin,SC,34.6724,-80.7215,2932,America/New_York,False
Liberty Hill,TX,30.6634,-97.9073,2931,America/Chicago,False
Sterlington,LA,32.6888,-92.0602,2931,America/Chicago,False
Ozona,TX,30.7074,-101.2059,2930,America/Chicago,False
Milaca,MN,45.7573,-93.6522,2930,America/Chicago,False
Holiday Shores,IL,38.9227,-89.936,2930,America/Chicago,False
Barton Creek,TX,30.2818,-97.8681,2930,America/Chicago,False
Prince Frederick,MD,38.544,-76.5879,2928,America/New_York,False
North Sioux City,SD,42.535,-96.4998,2928,America/Chicago,False
Cumberland Center,ME,43.7982,-70.2541,2926,America/New_York,False
Williston,SC,33.4018,-81.422,2925,America/New_York,False
Weedsport,NY,43.0482,-76.5637,2925,America/New_York,False
Allendale,SC,33.008,-81.3092,2924,America/New_York,False
Las Lomas,CA,36.8689,-121.7317,2924,America/Los_Angeles,False
Simpsonville,KY,38.2167,-85.3514,2923,America/New_York,False
Churchill,PA,40.4389,-79.8417,2921,America/New_York,False
Somerset,WI,45.1269,-92.6756,2920,America/Chicago,False
East Syracuse,NY,43.0637,-76.0697,2920,America/New_York,False
Cutten,CA,40.7657,-124.1446,2919,America/Los_Angeles,False
Florida,NY,41.3312,-74.3533,2919,America/New_York,False
Cornwall-on-Hudson,NY,41.4369,-74.0145,2918,America/New_York,False
Loogootee,IN,38.6756,-86.9141,2917,America/Indiana/Vincennes,False
Chaffee,MO,37.1812,-89.6615,2916,America/Chicago,False
Hooks,TX,33.4707,-94.2841,2916,America/Chicago,False
New Hope,AL,34.537,-86.4128,2916,America/Chicago,False
Woodlynne,NJ,39.9167,-75.0957,2915,America/New_York,False
Wailua,HI,22.055,-159.3406,2915,Pacific/Honolulu,False
Lakeview,OR,42.1918,-120.3528,2915,America/Los_Angeles,False
Swift Trail Junction,AZ,32.7305,-109.7147,2915,America/Phoenix,False
Cabana Colony,FL,26.8555,-80.0865,2914,America/New_York,False
Castle Rock,WA,46.2709,-122.9051,2914,America/Los_Angeles,False
Blue Hills,CT,41.8134,-72.6954,2913,America/New_York,False
Schulenburg,TX,29.682,-96.9075,2913,America/Chicago,False
Girard,PA,42.0042,-80.3192,2913,America/New_York,False
Hortonville,WI,44.3368,-88.6361,2912,America/Chicago,False
Seaside Heights,NJ,39.9452,-74.079,2910,America/New_York,False
La Fayette,AL,32.8997,-85.4007,2910,America/Chicago,False
Braddock Heights,MD,39.4114,-77.5009,2910,America/New_York,False
Brighton,TN,35.4812,-89.7354,2908,America/Chicago,False
Indialantic,FL,28.087,-80.57,2908,America/New_York,False
Natalbany,LA,30.5486,-90.4848,2908,America/Chicago,False
Louisville,GA,32.9954,-82.4,2907,America/New_York,False
Womelsdorf,PA,40.3655,-76.1864,2907,America/New_York,False
Monmouth Junction,NJ,40.3811,-74.5435,2906,America/New_York,False
South Oroville,CA,39.4767,-121.5439,2906,America/Los_Angeles,False
New Madrid,MO,36.5879,-89.5505,2906,America/Chicago,False
Wise,VA,36.9767,-82.5809,2906,America/New_York,False
Sands Point,NY,40.8531,-73.7039,2905,America/New_York,False
Spring Lake,NJ,40.1539,-74.0273,2904,America/New_York,False
Eagle Lake,FL,27.976,-81.7573,2904,America/New_York,False
Channel Islands Beach,CA,34.1586,-119.2231,2904,America/Los_Angeles,False
Roslyn,NY,40.799,-73.6491,2902,America/New_York,False
Wyncote,PA,40.0915,-75.1462,2900,America/New_York,False
Jacksonwald,PA,40.3279,-75.8413,2900,America/New_York,False
Lodi,OH,41.0348,-82.0122,2899,America/New_York,False
Jacksonville,OR,42.3127,-122.9692,2899,America/Los_Angeles,False
Poplarville,MS,30.8391,-89.5306,2899,America/Chicago,False
Six Mile Run,NJ,40.473,-74.5334,2898,America/New_York,False
Grape Creek,TX,31.5817,-100.5474,2897,America/Chicago,False
Davis,OK,34.4577,-97.1655,2896,America/Chicago,False
Lucerne,CA,39.0697,-122.776,2896,America/Los_Angeles,False
Hildale,UT,37.0171,-112.9786,2896,America/Denver,False
Gladwin,MI,43.9837,-84.4876,2894,America/Detroit,False
Scott AFB,IL,38.5412,-89.8528,2893,America/Chicago,True
Pocasset,MA,41.6877,-70.6202,2893,America/New_York,False
Marks,MS,34.2535,-90.2723,2892,America/Chicago,False
Cliffwood Beach,NJ,40.4426,-74.2178,2892,America/New_York,False
Valley,NE,41.3147,-96.3565,2890,America/Chicago,False
West Burlington,IA,40.8215,-91.1755,2890,America/Chicago,False
Alderton,WA,47.1718,-122.2192,2890,America/Los_Angeles,False
Woodbury,TN,35.8247,-86.0725,2889,America/Chicago,False
Bowling Green,FL,27.638,-81.8244,2887,America/New_York,False
Lawnside,NJ,39.8673,-75.0289,2882,America/New_York,False
Halfway House,PA,40.2795,-75.6402,2881,America/New_York,False
Great Neck Estates,NY,40.7857,-73.7396,2879,America/New_York,False
Pemberton Heights,NJ,39.9565,-74.6766,2878,America/New_York,False
Cherry Valley,IL,42.2222,-88.9716,2877,America/Chicago,False
Brandenburg,KY,37.9956,-86.1773,2877,America/New_York,False
Chincoteague,VA,37.9591,-75.3496,2875,America/New_York,False
Central City,NE,41.1133,-98.0003,2874,America/Chicago,False
Bartlett,TX,30.7951,-97.4325,2873,America/Chicago,False
Colfax,WA,46.903,-117.3399,2872,America/Los_Angeles,False
Williamson,WV,37.6741,-82.271,2872,America/New_York,False
Ridgemark,CA,36.8082,-121.3623,2872,America/Los_Angeles,False
Aberdeen Proving Ground,MD,39.4673,-76.1308,2872,America/New_York,True
Pearl Beach,MI,42.626,-82.5942,2872,America/Detroit,False
Montana City,MT,46.5257,-111.94,2872,America/Denver,False
Buckeye Lake,OH,39.9355,-82.4826,2871,America/New_York,False
Lake Wilderness,VA,38.3036,-77.7276,2871,America/New_York,False
La Villa,TX,26.2964,-97.927,2870,America/Chicago,False
Williamstown,WV,39.3987,-81.4549,2869,America/New_York,False
Bald Knob,AR,35.3123,-91.5709,2868,America/Chicago,False
Fearrington Village,NC,35.7996,-79.0818,2867,America/New_York,False
Bushnell,IL,40.5518,-90.5045,2866,America/Chicago,False
Harbor Bluffs,FL,27.908,-82.827,2866,America/New_York,False
Shady Shores,TX,33.1627,-97.0394,2865,America/Chicago,False
Homestead Valley,CA,34.273,-116.4145,2865,America/Los_Angeles,False
Ava,MO,36.9546,-92.6661,2865,America/Chicago,False
Mountain View,AR,35.8635,-92.1041,2863,America/Chicago,False
Knightstown,IN,39.796,-85.5312,2862,America/Indiana/Indianapolis,False
North Browning,MT,48.5684,-113.0171,2861,America/Denver,False
Shrub Oak,NY,41.3256,-73.8295,2861,America/New_York,False
Brackettville,TX,29.3181,-100.4109,2859,America/Chicago,False
Lawrenceville,VA,36.7564,-77.8539,2859,America/New_York,False
Meadow Glade,WA,45.7523,-122.5616,2859,America/Los_Angeles,False
Zephyrhills North,FL,28.252,-82.1654,2859,America/New_York,False
Galena,KS,37.0751,-94.6353,2858,America/Chicago,False
Belle Meade,TN,36.0994,-86.8562,2858,America/Chicago,False
Oasis,CA,33.5275,-116.1261,2857,America/Los_Angeles,False
Covington,OH,40.1174,-84.3508,2857,America/New_York,False
Youngwood,PA,40.2443,-79.5812,2857,America/New_York,False
Fairfax,IA,41.9281,-91.7791,2856,America/Chicago,False
Chenango Bridge,NY,42.1716,-75.8586,2856,America/New_York,False
Lake City,PA,42.018,-80.3466,2854,America/New_York,False
Montalvin Manor,CA,37.9977,-122.33,2852,America/Los_Angeles,False
David City,NE,41.2549,-97.1269,2852,America/Chicago,False
Rushville,IL,40.1199,-90.5666,2851,America/Chicago,False
Roebuck,SC,34.8788,-81.9646,2851,America/New_York,False
Gold Beach,OR,42.3974,-124.4171,2850,America/Los_Angeles,False
Kelly Ridge,CA,39.5289,-121.4662,2850,America/Los_Angeles,False
Swartzville,PA,40.2287,-76.0809,2850,America/New_York,False
Norco,LA,29.9986,-90.4036,2850,America/Chicago,False
Crown Heights,NY,41.6416,-73.9287,2850,America/New_York,False
Biscoe,NC,35.3585,-79.7816,2848,America/New_York,False
Kewaunee,WI,44.4607,-87.5133,2848,America/Chicago,False
Clayton,AL,31.8822,-85.4604,2847,America/Chicago,False
Mountville,PA,40.0402,-76.4341,2847,America/New_York,False
Meadowood,PA,40.8443,-79.8939,2847,America/New_York,False
Eufaula,OK,35.2922,-95.5862,2846,America/Chicago,False
Chico,WA,47.6234,-122.7198,2846,America/Los_Angeles,False
Poplar,MT,48.1105,-105.1969,2844,America/Denver,False
Lake Wissota,WI,44.922,-91.3015,2843,America/Chicago,False
Almont,MI,42.9208,-83.0435,2842,America/Detroit,False
Kingman,KS,37.6476,-98.1161,2842,America/Chicago,False
Mount Morris,MI,43.1176,-83.6987,2842,America/Detroit,False
Shell Point,SC,32.3744,-80.7523,2842,America/New_York,False
Ajo,AZ,32.3923,-112.8839,2841,America/Phoenix,False
Watonga,OK,35.8661,-98.4166,2841,America/Chicago,False
Marion,KY,37.3321,-88.0795,2841,America/Chicago,False
De Leon Springs,FL,29.1172,-81.3517,2840,America/New_York,False
Hypoluxo,FL,26.5634,-80.0531,2839,America/New_York,False
Statham,GA,33.9646,-83.6024,2839,America/New_York,False
East Oakdale,CA,37.7854,-120.8007,2839,America/Los_Angeles,False
West Grove,PA,39.8206,-75.8284,2839,America/New_York,False
Eagle Crest,OR,44.2614,-121.2995,2839,America/Los_Angeles,False
Jean Lafitte,LA,29.7496,-90.1036,2837,America/Chicago,False
